customerid,city,zip_code,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,tenure_group,avg_monthly_usage,payment_risk,customer_value_segment,total_services
8548-AWOFC,Huntington Beach,92647,33.723579,-118.005441,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,0,72,5956,4+ Years,64.61515151515152,High Risk,Platinum,5
9798-DRYDS,Huntington Beach,92648,33.679659,-118.016195,Female,No,Yes,No,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,0,27,4759,1-2 Years,62.98235294117647,Medium Risk,Gold,5
8532-UEFWH,Huntington Beach,92649,33.721917,-118.043237,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,No,0,21,4676,4+ Years,25.881730769230767,Medium Risk,Gold,2
6296-DDOOR,Laguna Beach,92651,33.570023,-117.773669,Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,0,73,4033,1-2 Years,55.01315789473684,High Risk,Silver,4
7951-VRDVK,Laguna Hills,92653,33.606899,-117.717854,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,0,64,4898,2-4 Years,83.43194444444445,Low Risk,Gold,8
4815-YOSUK,Aliso Viejo,92656,33.571259,-117.731917,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,0,35,4927,4+ Years,104.6875,Low Risk,Gold,8
0380-NEAVX,Newport Beach,92660,33.634626,-117.874882,Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,No,0,71,5626,2-4 Years,98.32794117647059,High Risk,Platinum,6
4365-MSDYN,San Clemente,92672,33.429488,-117.609432,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No,0,31,4909,0-1 Year,20.14375,Low Risk,Gold,1
7036-TYDEC,San Clemente,92673,33.4725,-117.584273,Female,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,No,0,63,5902,4+ Years,101.8623188405797,High Risk,Platinum,7
5802-ADBRC,San Juan Capistrano,92675,33.521447,-117.602555,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No,0,26,6100,4+ Years,104.65799999999999,Medium Risk,Platinum,7
8076-FEZKJ,Silverado,92676,33.782346,-117.635263,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,No,0,80,5039,0-1 Year,22.585,Medium Risk,Gold,1
5197-YPYBZ,Laguna Niguel,92677,33.529047,-117.701175,Female,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,No,0,49,2646,0-1 Year,22.891666666666666,Low Risk,Bronze,2
4312-GVYNH,Westminster,92683,33.752591,-117.993661,Female,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No,0,26,5460,4+ Years,48.145714285714284,Low Risk,Platinum,5
8495-LJDFO,Rancho Santa Margarita,92688,33.624654,-117.611733,Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,0,26,5780,4+ Years,111.1140625,Low Risk,Platinum,8
0839-JTCUD,Mission Viejo,92691,33.611945,-117.665867,Female,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,0,20,4082,4+ Years,90.28560606060607,Low Risk,Silver,9
5494-WOZRZ,Mission Viejo,92692,33.60693,-117.644253,Female,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,No,0,72,5770,4+ Years,84.5049295774648,Low Risk,Platinum,7
1302-UHBDD,Ladera Ranch,92694,33.569186,-117.640055,Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,0,33,4812,1-2 Years,82.4225,High Risk,Gold,4
2234-EOFPT,Santa Ana,92701,33.748478,-117.858918,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,0,55,4278,4+ Years,79.90625,Low Risk,Silver,7
8619-IJNDK,Santa Ana,92703,33.748635,-117.906125,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,No,0,71,4374,4+ Years,63.28028169014084,Low Risk,Silver,6
8378-LKJAF,Santa Ana,92704,33.719869,-117.907063,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,0,34,3738,2-4 Years,104.1236842105263,Low Risk,Silver,6
1153-GNOLC,Santa Ana,92707,33.714829,-117.872941,Male,No,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,No,0,40,2855,2-4 Years,39.666666666666664,High Risk,Bronze,3
3298-QEICA,Fountain Valley,92708,33.712036,-117.950113,Female,No,Yes,No,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No,0,73,4445,1-2 Years,35.36739130434783,Medium Risk,Silver,3
0788-DXBFY,Tustin,92780,33.735802,-117.818805,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,No,0,72,4801,4+ Years,19.117241379310343,High Risk,Gold,1
3597-YASZG,Tustin,92782,33.738543,-117.785046,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,0,27,5004,4+ Years,104.99071428571429,Low Risk,Gold,7
3496-LFSZU,Anaheim,92801,33.844983,-117.952151,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,No,0,68,2896,0-1 Year,73.55,High Risk,Bronze,2
5242-UOWHD,Anaheim,92802,33.807864,-117.923782,Male,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,No,0,62,4210,2-4 Years,20.64888888888889,Medium Risk,Silver,1
6479-SZPLM,Anaheim,92805,33.830209,-117.906099,Male,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,No,0,39,5745,2-4 Years,20.958333333333332,Low Risk,Platinum,1
8097-VBQTZ,Anaheim,92806,33.83796,-117.870494,Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,No,0,65,6092,4+ Years,71.91296296296296,Medium Risk,Platinum,6
4500-HKANN,Anaheim,92807,33.848733,-117.788357,Male,No,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,No,0,49,3464,1-2 Years,61.48695652173913,Medium Risk,Bronze,5
9917-KWRBE,Anaheim,92808,33.850452,-117.726668,Female,No,Yes,No,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,No,0,44,2894,2-4 Years,78.32195121951219,Low Risk,Bronze,7
3420-ZDBMA,Brea,92821,33.930199,-117.862898,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,No,0,36,5171,0-1 Year,74.32000000000001,Medium Risk,Gold,2
2212-LYASK,Brea,92823,33.924143,-117.79387,Male,No,Yes,No,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,No,0,49,2068,2-4 Years,46.162962962962965,Low Risk,Bronze,4
1393-IMKZG,Fullerton,92831,33.879983,-117.895482,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,No,0,23,3270,0-1 Year,95.85,High Risk,Bronze,5
8069-RHUXK,Fullerton,92832,33.868316,-117.929029,Female,No,Yes,No,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,No,0,25,5655,4+ Years,37.9955223880597,Low Risk,Platinum,3
3398-GCPMU,Fullerton,92833,33.877639,-117.961212,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,No,0,25,4993,4+ Years,89.56736111111111,Low Risk,Gold,9
2908-WGAXL,Fullerton,92835,33.902211,-117.914922,Female,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,No,0,76,5243,4+ Years,26.230357142857144,Low Risk,Gold,2
3378-AJRAO,Garden Grove,92840,33.787165,-117.931889,Male,No,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,No,0,58,5331,2-4 Years,23.036363636363635,High Risk,Gold,2
1013-QCWAM,Garden Grove,92841,33.786738,-117.982564,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,No,0,32,5469,4+ Years,101.375,High Risk,Platinum,6
6050-FFXES,Garden Grove,92844,33.766476,-117.969795,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,No,0,34,5268,4+ Years,104.93695652173912,Low Risk,Gold,7
0362-RAOQO,Norco,92860,33.925833,-117.559639,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,No,0,75,3878,2-4 Years,20.75625,Low Risk,Silver,1
9554-DFKIC,Villa Park,92861,33.817473,-117.810462,Male,No,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,No,0,38,2613,2-4 Years,52.95666666666667,Low Risk,Bronze,4
5527-ACHSO,Orange,92865,33.828779,-117.848299,Female,No,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,No,0,75,5541,0-1 Year,75.39090909090909,Medium Risk,Platinum,5
0829-DDVLK,Orange,92866,33.784597,-117.844535,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,No,0,71,4359,1-2 Years,20.163333333333334,Low Risk,Silver,1
1399-UBQIU,Orange,92867,33.81859,-117.821288,Male,No,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,No,0,47,2288,0-1 Year,64.75,High Risk,Bronze,5
1813-JLKWR,Orange,92868,33.787796,-117.875928,Female,No,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,No,0,31,5384,4+ Years,20.88515625,Low Risk,Platinum,1
0336-PIKEI,Orange,92869,33.792791,-117.789749,Male,Yes,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,No,0,58,5590,4+ Years,74.45486111111111,Low Risk,Platinum,7
7322-OCWHC,Placentia,92870,33.881158,-117.854783,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,No,0,39,4988,4+ Years,93.54236111111112,Low Risk,Gold,7
9537-VHDTA,Corona,92879,33.893823,-117.531446,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,0,51,3699,0-1 Year,51.2,Medium Risk,Silver,3
4957-TIALW,Corona,92880,33.918043,-117.617809,Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,No,0,28,2976,1-2 Years,67.33333333333333,Low Risk,Bronze,6
2054-PJOCK,Corona,92881,33.833686,-117.513063,Female,No,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,No,0,52,4159,4+ Years,80.78416666666666,Low Risk,Silver,7
9150-HEPMB,Corona,92882,33.819385,-117.600213,Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,0,63,4753,4+ Years,53.92321428571428,Medium Risk,Gold,4
9030-QGZNL,Corona,92883,33.762351,-117.488725,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,No,0,23,4249,0-1 Year,20.20625,Medium Risk,Silver,1
3126-WQMGH,Yorba Linda,92887,33.884073,-117.732197,Female,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,No,0,40,5224,4+ Years,52.72959183673469,Low Risk,Gold,3
7176-WRTNX,Ventura,93004,34.278697,-119.167798,Male,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,No,0,26,4511,4+ Years,110.16071428571429,Low Risk,Silver,9
5732-IKGQH,Camarillo,93012,34.205504,-118.993111,Male,Yes,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,0,78,5490,4+ Years,105.40865384615384,Low Risk,Platinum,7
9239-GZHZE,Carpinteria,93013,34.441398,-119.513163,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,No,0,79,6469,4+ Years,112.83611111111111,Low Risk,Platinum,9
7205-BAIAD,Fillmore,93015,34.408161,-118.865111,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,No,0,27,3091,2-4 Years,20.682499999999997,Low Risk,Bronze,1
0093-EXYQL,Ojai,93023,34.581308,-118.931948,Female,Yes,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,No,0,59,5742,2-4 Years,91.84,High Risk,Platinum,4
8064-RAVOH,Oxnard,93030,34.223244,-119.18012,Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,No,0,49,5323,0-1 Year,49.85,High Risk,Gold,3
0219-QAERP,Oxnard,93033,34.156629,-119.117218,Male,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,No,0,74,4006,2-4 Years,19.221666666666668,Low Risk,Silver,1
9168-INPSZ,Port Hueneme,93041,34.110124,-119.100972,Female,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,No,0,32,2944,2-4 Years,102.17386363636363,High Risk,Bronze,7
0015-UOCOJ,Simi Valley,93063,34.296813,-118.685703,Female,Yes,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,No,0,34,5525,0-1 Year,48.621428571428574,High Risk,Platinum,3
5334-AFQJB,Simi Valley,93065,34.269449,-118.768471,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,No,0,74,5751,4+ Years,24.859722222222224,Low Risk,Platinum,2
2754-SDJRD,Somis,93066,34.297628,-119.014627,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,No,0,42,5157,0-1 Year,113.56875,Low Risk,Gold,6
8963-JLGJT,Santa Barbara,93105,34.037342,-119.80079,Male,No,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,No,0,36,4648,0-1 Year,52.51666666666667,Medium Risk,Gold,4
1465-LNTLJ,Santa Barbara,93109,34.406256,-119.726936,Male,Yes,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,No,0,78,4537,0-1 Year,72.7125,Low Risk,Gold,5
2135-DQWAQ,Santa Barbara,93111,34.460197,-119.802602,Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,No,0,67,2689,0-1 Year,84.09,Medium Risk,Bronze,4
4056-QHXHZ,Goleta,93117,34.489983,-120.091246,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,No,0,28,5246,4+ Years,105.23194444444444,Medium Risk,Gold,8
7401-JIXNM,Arvin,93203,35.116307,-118.817644,Female,No,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,No,0,27,5907,4+ Years,91.94444444444444,Low Risk,Platinum,9
9339-FIIJL,Avenal,93204,35.916943,-120.129921,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,No,0,62,6450,4+ Years,85.44305555555555,Low Risk,Platinum,8
4706-DGAHW,California Hot Springs,93207,35.865795,-118.69759,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,No,0,44,4576,0-1 Year,45.2,High Risk,Gold,2
6670-MFRPK,Coalinga,93210,36.186867,-120.387793,Male,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,No,0,63,4072,4+ Years,78.56014492753623,Low Risk,Silver,4
6177-PEVRA,Corcoran,93212,36.04533,-119.532424,Female,No,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,No,0,48,4975,2-4 Years,54.73645833333333,Low Risk,Gold,4
4813-HQMGZ,Ducor,93218,35.846067,-119.004073,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,No,0,76,4969,0-1 Year,92.96875,High Risk,Gold,5
7579-KKLOE,Earlimart,93219,35.858054,-119.305858,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,No,0,30,5529,4+ Years,92.8112676056338,Medium Risk,Platinum,9
8402-EIVQS,Frazier Park,93222,34.907911,-119.234281,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,No,0,31,4078,4+ Years,100.49477611940299,Low Risk,Silver,6
4947-DSMXK,Farmersville,93223,36.29878,-119.201028,Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,No,0,39,5789,2-4 Years,100.29411764705883,Low Risk,Platinum,6
7245-NIIWQ,Fellows,93224,35.215731,-119.57013,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,No,0,40,4764,0-1 Year,66.61666666666666,High Risk,Gold,2
0002-ORFBO,Frazier Park,93225,34.827662,-118.999073,Female,No,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,No,0,65,2205,0-1 Year,65.92222222222222,Medium Risk,Bronze,5
3324-OIRTO,Glennville,93226,35.735694,-118.738483,Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,No,0,74,6101,4+ Years,102.65352112676055,Low Risk,Platinum,7
5414-OFQCB,Hanford,93230,36.29223,-119.622676,Male,No,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,No,0,24,5076,4+ Years,91.75087719298246,Low Risk,Gold,5
4967-WPNCF,Huron,93234,36.217864,-120.080117,Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No,0,46,4921,4+ Years,62.01111111111111,Low Risk,Gold,7
8552-OBVRU,Ivanhoe,93235,36.385818,-119.224243,Female,Yes,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,No,0,71,3847,2-4 Years,105.58437500000001,High Risk,Silver,7
8499-BRXTD,Kernville,93238,35.852892,-118.397782,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,No,0,57,5586,1-2 Years,22.325000000000003,Medium Risk,Platinum,1
9154-QDGTH,Kettleman City,93239,35.996923,-120.000951,Male,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,No,0,60,3927,2-4 Years,103.53139534883722,Low Risk,Silver,7
8197-BFWVU,Lake Isabella,93240,35.607875,-118.466318,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,No,0,28,5197,4+ Years,92.90208333333334,Low Risk,Gold,9
2577-GVSIL,Lamont,93241,35.245035,-118.905553,Male,No,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,No,0,66,4719,2-4 Years,76.03142857142856,Low Risk,Gold,6
9367-OIUXP,Laton,93242,36.444232,-119.718285,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,No,0,76,4676,0-1 Year,18.2625,Medium Risk,Gold,1
6770-UAYGJ,Lebec,93243,34.845861,-118.885163,Female,No,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1211.65,No,0,35,5616,4+ Years,24.727551020408164,Medium Risk,Platinum,2
6463-HHXJR,Lemon Cove,93244,36.462671,-118.997291,Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,No,0,41,4080,4+ Years,99.02323943661972,Low Risk,Silver,7
